sse,vr
0x14170C980,0x141794D70
0x14170D790,0x141795BB0
0x1416B2C60,0x141737040
0x14185D148,0x1418FDA78
0x141615BB8,0x14168C958
0x14169C1F0,0x14171F2F0
0x14169C1D8,0x14171F2D8
0x141589FE8,0x141602700
0x141724A28,0x1417ACE58
0x1415A3AF0,0x14161ACE8
0x1415E6270,0x14165CF58
0x1415E6CF0,0x14165D9D8
0x1415D64F8,0x14164D1E0
0x1415D4858,0x14164B540
0x1415D4848,0x14164B530
0x1415E21D0,0x141658EB8
0x1415E21F8,0x141658EE0
0x14173B750,0x1417C3690
0x14173B728,0x1417C3668
0x141548E38,0x1415C0438
0x1417EBA18,0x14189BFE8
0x1417BD148,0x14186D6E8
0x14170D8F8,0x141795CD8
0x141588F78,0x141601BE8
0x14158D580,0x141605CA8
0x1416D7E08,0x1417600F8
0x1415B6E70,0x14162DCC8
0x1415E0378,0x141657060
0x1415E0388,0x141657070
0x1415E0398,0x141657080
0x1415E03F8,0x1416570E0
0x1415E03A8,0x141657090
0x1415E03B8,0x1416570A0
0x1415E0558,0x141657240
0x1415E0568,0x141657250
0x1415E04D8,0x1416571C0
0x1415E04E8,0x1416571D0
0x1415A9F70,0x141621168
0x1415E0A20,0x141657708
0x1415E1250,0x141657F38
0x1415E6D30,0x14165DA18
0x1415AB0A0,0x141622300
0x1415B4F08,0x14162BD60
0x1415B4AD8,0x14162B930
0x1415B5D18,0x14162CB70
0x1415B4B80,0x14162B9D8
0x1415F7330,0x14166E080
0x1415B4B40,0x14162B998
0x14155CFA8,0x1415D4BE8
0x14155CFB8,0x1415D4BF8
0x1415F6708,0x14166D448
0x1415F66F8,0x14166D438
0x1415F66E8,0x14166D428
0x1415ABC50,0x141622F30
0x1415FEDA8,0x141675AF8
0x141615E20,0x14168CBC0
0x141544C80,0x1415BBF38
0x141665550,0x1416E7480
0x1415D6160,0x14164CE48
0x1415E0080,0x141656D68
0x14185AB10,0x1418FB380
0x141640BD0,0x1416B9630
0x141543088,0x1415BA340
0x14158DD98,0x1416067D8
0x14158F078,0x141607B70
0x1417E5A20,0x141895FE0
0x14158B400,0x141603E18
0x1415884D8,0x141600F68
0x1416D6250,0x14175E5A8
0x1416ED660,0x141775AD0
0x1416E4FF0,0x14176D570
0x1417E65C8,0x141896B88
0x141591898,0x1415FDD08
0x1416DE700,0x141766BD8
0x141586B00,0x1415FF5F0
0x14158A050,0x141602A48
0x14158A8C0,0x141603358
0x141589DB8,0x141602848
0x14158D4D8,0x141606158
0x14158BFB8,0x141604A50
0x141586CA8,0x1415FF758
0x1417E4730,0x141894CF0
0x1416ED6B8,0x141775B18
0x141587B18,0x141600528
0x1416DB618,0x141763780
0x141589CC0,0x141602780
0x141592448,0x1415FEBA0
0x1417E7590,0x141897B50
0x141592608,0x1415FED78
0x1416DE7A8,0x141766C80
0x1416DE788,0x141766C60
0x1416DE798,0x141766C70
0x141590350,0x141608E78
0x1417BEBC0,0x14186F160
0x141675190,0x1416F8250
0x141591AE0,0x1415FE1C8
0x141858658,0x1418F8200
0x14185F4B8,0x1418FFE48
0x14160D8F0,0x141684690
0x141604810,0x14167B5B0
0x141757F10,0x1417E03B0
0x1417E0FB0,0x141891570
0x14158A7E0,0x141602F00
0x1417FDC88,0x1418AE2C0
0x14155BBB8,0x1415D3788
0x1415A6968,0x14161DB08
0x1417E9090,0x141899650
0x1416D8768,0x141760A58
0x1417E9138,0x1418996F8
0x1415430E8,0x1415BA3A0
0x14158C7E8,0x141604ED0
0x141757D90,0x1417E0230
0x141757D08,0x1417E01A8
0x1417578E8,0x1417DFD88
0x1417579B0,0x1417DFE50
0x1415A0810,0x1416179A0
0x14186F378,0x14190E7C8
0x141724828,0x1417ACC58
0x1417247D8,0x1417ACC08
0x1415723D0,0x1415E9300
0x141539458,0x1415B07D8
0x141539418,0x1415B0798
0x1415394F0,0x1415B0870
0x1416BB0D8,0x14173F858
0x14186C958,0x14190C3D0
0x141674C80,0x1416F7D40
0x141723140,0x1417AB568
0x141750FB0,0x1417D9410
0x141751010,0x1417D9470
0x14171B258,0x1417A3688
0x1416FAA78,0x141782ED8
0x1416F8EB0,0x141781308
0x141758B80,0x1417E1038
0x1416B11C0,0x1417350D0
0x141758108,0x1417E05B8
0x1416B1110,0x141735020
0x14172C400,0x1417B4830
0x141723C20,0x1417AC048
0x14172E4C0,0x1417B68F0
0x141733FA8,0x1417BC3D8
0x1416B1120,0x141735030
0x141753A30,0x1417DBE90
0x14174F1A8,0x1417D7608
0x14174F168,0x1417D75C8
0x14174F1B8,0x1417D7618
0x14174F1F8,0x1417D7658
0x1416118E0,0x141688680
0x1415529C0,0x1415CA588
0x1415DFAF0,0x1416567D8
0x1415A0368,0x1416174F8
0x1415E1420,0x141658108
0x1415D4200,0x14164AEE8
0x141679270,0x1416FC328
0x1415B5430,0x14162C288
0x14153DF08,0x1415B5160
0x14164D140,0x1416C6100
0x1415E7250,0x14165DF40
0x1417BE250,0x14186E7F0
0x1417BE260,0x14186E800
0x14172EF18,0x1417B7348
0x14186E010,0x14190DC30
0x14174AD00,0x1417D3160
0x141758908,0x1417E0DC0
0x1415A0358,0x1416174E8
0x14174E720,0x1417D6B80
0x141758568,0x1417E0A20
0x141548268,0x1415BF680
0x141734F28,0x1417BD358
0x14171AA30,0x1417A2E60
0x141724A18,0x1417ACE48
0x14180BA28,0x1418B9A08
0x1415840D8,0x1415FBE80
0x141603E28,0x14167ABC8
0x1416E8CD0,0x141771140
0x1415FB228,0x141671F78
0x1416ED798,0x141775BE8
0x141852C90,0x1418F1DD8
0x1418529F0,0x1418F1B28
0x1415873A0,0x1415FFDA8
0x141791388,0x14181C2E0
0x141791378,0x14181C2D0
0x1415905F0,0x141609250
0x1415B4ED0,0x14162BD28
0x141858C30,0x1418F87F8
0x14185AE88,0x1418FB708
0x14157A188,0x1415F1F80
0x141640F40,0x1416B99A0
0x1416AC6C8,0x14172FC20
0x14159C430,0x1416135B8
0x14159C3D8,0x141613560
0x14183CFB0,0x1418D1EE0
0x1415719D8,0x1415E8810
0x141570938,0x1415E9E30
0x1415720C8,0x1415E8FD0
0x14158F988,0x141608500
0x1415A3EC0,0x14161B0B8
0x14186C908,0x14190C380
0x1416DEFC8,0x141767530
0x1416DEFB8,0x141767520
0x14183E370,0x1418D8198
0x14164FC68,0x1416C8D98
0x141748C70,0x1417D10D0
0x1417339B0,0x1417BBDE0
0x1415F9350,0x1416700A0
0x1415FBD20,0x141672A70
0x1416CEE50,0x1417572D0
0x1416C0E98,0x141747520
0x1417B7220,0x141867658
0x1415A2048,0x1416191D0
0x141757250,0x1417DF6F0
0x1416D8830,0x141760B20
0x141603580,0x14167A320
0x1416B5C08,0x14173A3E0
0x1417456A8,0x1417CDB38
0x141570E68,0x1415EA408
0x14165AEA0,0x1416D4190
0x1416FB160,0x1417835C0
0x1416FAAD0,0x141782F30
0x1416427C0,0x1416BB220
0x141612F28,0x141689CC8
0x1416047D0,0x14167B570
0x1416B4A28,0x141738D40
0x141640988,0x1416B8DC8
0x141597060,0x14160E1E8
0x1415749C8,0x1415EC7F8
0x14174AE90,0x1417D32F0
0x141748D70,0x1417D11D0
0x141757CE0,0x1417E0180
0x141758180,0x1417E0630
0x14172AF30,0x1417B3360
0x141748F10,0x1417D1370
0x1416F80D0,0x141780528
0x1416F8288,0x1417806E0
0x1416F8010,0x141780468
0x1416F7F20,0x141780378
0x1416AFA78,0x1417331C8
0x1416AFB10,0x141733260
0x1416144C8,0x14168B268
0x141758F08,0x1417E13C0
0x141583290,0x1415FB030
0x1415953A0,0x14160C528
0x141695D08,0x141718E08
0x1417DCFF0,0x14188D590
0x14186E110,0x14190DD08
0x14186E0E0,0x14190DCE8
0x14173AA58,0x1417C2BE8
0x1416F3A40,0x14177BE90
0x1416291B0,0x14169F670
0x141767440,0x1417F13E0
0x141769520,0x1417F34E0
0x14176EAF8,0x1417F8B30
0x141769D08,0x1417F3CD8
0x14154B888,0x1415C2E88
0x141769F58,0x1417F3F28
0x141769D48,0x1417F3D18
0x141769D78,0x1417F3D48
0x141767818,0x1417F17B8
0x1417728A0,0x1417FC8D8
0x1417728E0,0x1417FC918
0x141769DF8,0x1417F3DC8
0x141772900,0x1417FC938
0x1415FA580,0x1416712D0
0x1416F9A20,0x141781E80
0x14186E8C0,0x14190CFA8
0x1417BD248,0x14186D7E8
0x1417AFDD8,0x14183AD28
0x1417B01E8,0x14183B138
0x14156CD68,0x1415E4AE8
0x14156CD78,0x1415E4AF8
0x14186DAF0,0x14190D760
0x1417B44C0,0x1418646D0
0x141546218,0x1415BD5E8
0x141546658,0x1415BDA18
0x141546200,0x1415BD5D0
0x14160DCE8,0x141684A88
0x1418319E0,0x1418C7F00
0x141749330,0x1417D1790
0x14154BA68,0x1415C3068
0x141622E30,0x141699C70
0x1415F96A0,0x1416703F0
0x141546D58,0x1415BE118
0x1416EE470,0x1417768C0
0x1416E9968,0x141771DD8
0x14160ECF0,0x141685A90
0x1417EDC10,0x14189E1E0
0x1416CE8A8,0x141756DA8
0x14158F5C8,0x141607C70
0x1416CE920,0x141756E20
0x1416CA0B8,0x141752610
0x1416C9F68,0x1417524C0
0x1416C9FE8,0x141752540
0x1416CA148,0x1417526A0
0x14170D7C0,0x141795B88
0x1416B7AE8,0x14173B9A8
0x1416C4CD8,0x14174C840
0x1416B7B18,0x14173B9D8
0x1416C1448,0x141747AE8
0x1417502C8,0x1417D8728
0x141757DC0,0x1417E0260
0x14158C820,0x141604EB0
0x141640C70,0x1416B96D0
0x14186CAC8,0x14190C538
0x1415837F0,0x1415FB590
0x141758918,0x1417E0DD0
0x141757D70,0x1417E0210
0x14161EF40,0x141695D80
0x1416D6578,0x14175E8A8
0x141579CC8,0x1415F1AC0
0x14157A2B8,0x1415F20B0
0x141546490,0x1415BD860
0x141756FB0,0x1417DF450
0x14174E998,0x1417D6DF8
0x1417E00E0,0x1418906A0
0x1415A3F08,0x14161B100
0x14159BFD0,0x141613158
0x1417FE390,0x1418AE9D0
0x141629118,0x14169F5D8
0x14166ADB0,0x1416ECF58
0x141629180,0x14169F640
0x1416426E8,0x1416BB148
0x1415920C8,0x1415FE500
0x141588EF0,0x141601618
0x1415F96E0,0x141670430
0x14186DEA8,0x14190DB00
0x14186DE88,0x14190DAE0
0x14186DE98,0x14190DAF0
0x14174C2C0,0x1417D4720
0x14186CA38,0x14190C4A8
0x141635ED8,0x1416A98E0
0x1416B0208,0x141733958
0x1416939E8,0x141716AE8
0x1416DE948,0x141766EB0
0x141733BA8,0x1417BBFD8
0x141665940,0x1416E7AE8
0x1416659C8,0x1416E7B70
0x141665CF0,0x1416E7968
0x1416658F0,0x1416E7A98
0x141665960,0x1416E7B08
0x141739F50,0x1417C2300
0x1415A3F18,0x14161B110
0x1415F5FF8,0x14166CD38
0x14175E538,0x1417E7B28
0x1415FA9D8,0x141671728
0x14158BB38,0x1416041B0
0x14162FCD0,0x1416A6290
0x141693968,0x141716A68
0x141756310,0x1417DE7B0
0x1417EDF40,0x14189E510
0x1415A2020,0x1416191A8
0x14156C898,0x1415E4618
0x14163B788,0x1416B3C20
0x141757828,0x1417DFCC8
0x1416C0DB8,0x141747440
0x14186D868,0x14190D4E8
0x14186E538,0x14190CC08
0x141757F90,0x1417E0440
0x1416EFF90,0x1417783E0
0x1416DF698,0x141767C00
0x1416E2FF0,0x14176B678
0x141758328,0x1417E07D8
0x1417BEB38,0x14186F0D8
0x1417583F8,0x1417E08B0
0x1417DEA30,0x14188EFF0
0x1415F85A0,0x14166F2F0
0x1415F8528,0x14166F278
0x1416DE980,0x141766EE8
0x1416C4C88,0x14174C7F0
0x141720460,0x1417A8778
0x14172A220,0x1417B2650
0x141570D28,0x1415EA2C8
0x1416040C8,0x14167AE68
0x14170C5F8,0x1417949F8
0x1417587E0,0x1417E0C98
0x1417561A0,0x1417DE640
0x141757E70,0x1417E0310
0x141589E68,0x1416025C8
0x14160C020,0x141682DC0
0x141587130,0x1415FFB78
0x14164CF48,0x1416C5F08
0x1415F9570,0x1416702C0
0x1415FAAC0,0x141671810
0x141644678,0x1416BD0F8
0x1415FB278,0x141671FC8
0x1415F6E78,0x14166DBB8
0x1415FD4E0,0x141674230
0x1415F93F0,0x141670140
0x1416C1208,0x1417478A8
0x141616C90,0x14168DA30
0x1415FB3A8,0x1416720F8
0x141693A88,0x141716B88
0x1415F5E08,0x14166CB48
0x141566648,0x1415DE2C8
0x1415F6148,0x14166CE88
0x1415FA8C8,0x141671618
0x1415FBD50,0x141672AA0
0x1415FC0E0,0x141672E30
0x1416A17C0,0x1417248C0
0x1416A17A0,0x1417248A0
0x1416A17B0,0x1417248B0
0x1416A1768,0x141724868
0x14154ACF0,0x1415C22F0
0x141836D50,0x1418CD3F0
0x141611328,0x1416880C8
0x14158A270,0x141602A08
0x14158A5F0,0x1416030D8
0x14158A600,0x141602D38
0x1416DE9E0,0x141766F48
0x1415895B0,0x141602170
0x1416B30B8,0x141737440
0x1415874C8,0x1415FFEB8
0x141758FD0,0x1417E1488
0x1416E5030,0x14176D5B0
0x1416D66B8,0x14175E9A8
0x1416E4268,0x14176C8F0
0x14158E0B8,0x141606818
0x1416B2DF8,0x1417371B0
0x1416B2E88,0x141737270
0x141588020,0x141600748
0x1417E4858,0x141894E18
0x141589790,0x141602358
0x141587B40,0x141600558
0x14158FED0,0x141608580
0x1416C4C50,0x14174C7B8
0x1416AFCB8,0x141733408
0x14158CC60,0x141605728
0x1417EFA30,0x14189FFF0
0x1415F92D8,0x141670028
0x14154AFC0,0x1415C25C0
0x1415F6FE8,0x14166DD28
0x14186E4E0,0x14190CB98
0x14185BCF8,0x1418FC578
0x1416DEA40,0x141766FA8
0x141545918,0x1415BCBF8
0x141756D18,0x1417DF1B8
0x1415F9F38,0x141670C88
0x141693988,0x141716A88
0x141611348,0x1416880E8
0x14154B768,0x1415C2D68
0x14154B758,0x1415C2D58
0x141590AB0,0x141609278
0x14158B750,0x1416041E0
0x14158DCD8,0x141606708
0x1416B4688,0x141738978
0x141588538,0x141600FD8
0x1416C40A8,0x14174BBE8
0x1415F7160,0x14166DEB0
0x1416F7768,0x14177FBB8
0x1415FA160,0x141670EB0
0x141716068,0x14179E388
0x1415FB5A0,0x1416722F0
0x14154B2F0,0x1415C28F0
0x1415FC408,0x141673158
0x1417B7110,0x141867570
0x141DF49E8,0x141EB3B70
0x1415F9FE0,0x141670D30
0x141524730,0x14159BA80
0x1415246B0,0x14159BA00
0x1415F78E8,0x14166E638
0x14154AB20,0x1415C2120
0x14172A608,0x1417B2A38
0x1417590E8,0x1417E15A0
0x1415FB3B8,0x141672108
0x14164D130,0x1416C60F0
0x1415FB930,0x141672680
0x1415F8948,0x14166F698
0x1415F8780,0x14166F4D0
0x141622D80,0x141699BC0
0x14173B8B8,0x1417C37A8
0x1415FA258,0x141670FA8
0x1415F9EB0,0x141670C00
0x14158E5E0,0x141607010
0x1415F6A88,0x14166D7C8
0x1415FD228,0x141673F78
0x1415A0798,0x141617928
0x1415A0690,0x141617820
0x1415A06D0,0x141617860
0x1415A0758,0x1416178E8
0x1415F5FE8,0x14166CD28
0x1415FCC38,0x141673988
0x1415F85B0,0x14166F300
0x1415F7F48,0x14166EC98
0x1415F7FF0,0x14166ED40
0x1415F7C48,0x14166E998
0x1415F7B70,0x14166E8C0
0x1415F7F68,0x14166ECB8
0x1415F7B10,0x14166E860
0x1415FAB28,0x141671878
0x1415F5FA0,0x14166CCE0
0x1415F5DC0,0x14166CB00
0x1415F7740,0x14166E490
0x141552978,0x1415CA540
0x1416047E0,0x14167B580
0x14174CAE0,0x1417D4F40
0x141743A30,0x1417CBED0
0x1417B1708,0x14183C658
0x1416FB170,0x1417835D0
0x141DACFC6,0x141E6A42E
0x14154AFE8,0x1415C25E8
0x14154B160,0x1415C2760
0x1416D67D0,0x14175EAC0
0x1416EDA68,0x141775EB8
0x1416A04F0,0x1417235F0
0x14186E058,0x14190DC78
0x141743A40,0x1417CBEE0
0x14151FEF8,0x141597310
0x1415FC858,0x1416735A8
0x14185B008,0x1418FB890
0x141524990,0x14159BCE0
0x141756A30,0x1417DEED0
0x14160E9B0,0x141685750
0x14174EBE0,0x1417D7040
0x1418556D0,0x1418F4CC0
0x1417EE3A0,0x14189E970
0x1417E6F40,0x141897500
0x141710060,0x141798440
0x141739B20,0x1417C1F20
0x141713888,0x14179BC58
0x141842100,0x1418E4750
0x14154B9F0,0x1415C2FF0
0x14154BA18,0x1415C3018
0x141713B50,0x14179BF20
0x14158C9E0,0x141605050
0x141579F70,0x1415F1D68
0x1416ACE80,0x141730490
0x1417C10C8,0x141871668
0x141591A58,0x1415FDDD0
0x141590538,0x141608C20
0x1415905C0,0x141608C68
0x141589548,0x141601C90
0x141591370,0x141609B58
0x141590CD8,0x1416094E0
0x1415875A8,0x1415FFCC0
0x141590DA0,0x1416095C0
0x1415929D8,0x1415FEE10
0x141588810,0x141600ED8
0x1415904A0,0x141608B78
0x1415828C0,0x1415FA690
0x141582890,0x1415FA660
0x14170CF18,0x141795148
0x14170D140,0x1417954A8
0x14171EC10,0x1417A7040
0x141582810,0x1415FA5E0
0x1416BD330,0x141743850
0x14172CDF8,0x1417B5228
0x14170C278,0x141794450
0x141580248,0x1415F7FC8
0x141757908,0x1417DFDA8
0x14170CEE0,0x141795110
0x141743C38,0x1417CC0D8
0x14172F520,0x1417B7950
0x1417B3C88,0x141863E98
0x14172F5F0,0x1417B7A20
0x141743E38,0x1417CC2C8
0x141724F60,0x1417AD390
0x141755730,0x1417DDB90
0x1417B1958,0x14183C8A8
0x141754938,0x1417DCD90
0x1417B17E0,0x14183C730
0x141800970,0x1418B0F90
0x141749098,0x1417D14F8
0x1416F7A48,0x14177FE98
0x1416589F0,0x1416D1CB0
0x1416B2CC0,0x1417370A0
0x1416C4170,0x14174BCB0
0x1416B6978,0x14173AF88
0x1416B2CE0,0x1417370C0
0x1416BC5F8,0x141742988
0x14156F8D8,0x1415E7658
0x141590548,0x141609178
0x14180B860,0x1418B9840
0x14157BEF8,0x1415F3CF0
0x14175FAA0,0x1417E98C0
0x1415884C0,0x141600F40
0x14158CB80,0x141605628
0x14158D2E0,0x141605E20
0x14158D308,0x141605E48
0x14158DA28,0x1416064D0
0x14158DB70,0x1416065D0
0x1416B5D18,0x14173A4F0
0x141640A68,0x1416B8EA8
0x1416B5CA8,0x14173A480
0x1416B5D80,0x14173A558
0x1416F0DE8,0x141779238
0x1416F0DC0,0x141779210
0x14169C2E0,0x14171F3E0
0x14151FFC0,0x1415973D8
0x14158DA18,0x1416060E0
0x14154B410,0x1415C2A10
0x1415F7D18,0x14166EA68
0x141538F78,0x1415B02E8
0x141583A08,0x1415FB7A8
0x1415FC848,0x141673598
0x141546BD0,0x1415BDF90
0x141615DA8,0x14168CB48
0x1415468B8,0x1415BDC78
0x141604180,0x14167AF20
0x141747178,0x1417CF608
0x14174F8D0,0x1417D7D38
0x141603C48,0x14167A9E8
0x1415A6EE0,0x14161E080
0x14154BA40,0x1415C3040
0x1415826D8,0x1415FA4A8
0x141613C10,0x14168A9B0
0x14172B360,0x1417B3790
0x141DACD12,0x141E6A18A
0x14170C160,0x1417945B0
0x1417DB3D0,0x14188B970
0x141580B68,0x1415F88E8
0x1417DC828,0x14188CDC8
0x1417EDCE0,0x14189E2B0
0x1417DCC60,0x14188D200
0x141759480,0x1417E18F0
0x1415FB6C8,0x141672418
0x14173AC18,0x1417C4DA8
0x1417B0A98,0x14183B9E8
0x141718188,0x1417A05B8
0x14171B268,0x1417A3698
0x14171D098,0x1417A54C8
0x14171D6E8,0x1417A5B18
0x1416F8CA8,0x141781100
0x1416F89F8,0x141780E50
0x141723C30,0x1417AC058
0x141723948,0x1417ABD70
0x14172E230,0x1417B6660
0x141733FB8,0x1417BC3E8
0x14174FD78,0x1417D81E0
0x14155CE78,0x1415D4AB8
0x141868F30,0x141909368
0x141635998,0x1416A9138
0x141842410,0x1418E4A60
0x141585D10,0x1415FCF20
0x141546020,0x1415BD3F0
0x14157ABA8,0x1415F29A0
0x14157BE30,0x1415F3C28
0x1415FB5B0,0x141672300
0x14157ADC8,0x1415F2BC0
0x141579740,0x1415F1538
0x1415FBE80,0x141672BD0
0x141585248,0x1415FC7D0
0x141566770,0x1415DE3F0
0x141581328,0x1415F90A8
0x1415FB538,0x141672288
0x141831A10,0x1418C7F30
0x1415F9420,0x141670170
0x1417BB3E8,0x14186B988
0x1417C1628,0x141871BC8
0x1417EEF80,0x14189F550
0x14176A788,0x1417F4760
0x14154CBF0,0x1415C4840
0x141747188,0x1417CF618
0x14151FFD0,0x1415973E8
0x1415711D8,0x1415E8010
0x141571300,0x1415E8138
0x141571260,0x1415E8098
0x1415713E0,0x1415E8218
0x1415714F0,0x1415E8328
0x141570F80,0x1415EA520
0x1415714A0,0x1415E82D8
0x141571410,0x1415E8248
0x141571440,0x1415E8278
0x141571458,0x1415E8290
0x14158BEF0,0x141604518
0x141640038,0x1416B84A8
0x141595C38,0x14160CDC0
0x1417DE290,0x14188E850
0x141613C58,0x14168A9F8
0x141713EE8,0x14179C2B0
0x14172A558,0x1417B2988
0x141613C40,0x14168A9E0
0x141610ED8,0x141687C78
0x14186CDB8,0x14190C848
0x141758268,0x1417E0718
0x1417FF1A0,0x1418AF7B8
0x14166C7F8,0x1416EE9A0
0x141718768,0x1417A0B98
0x14174E758,0x1417D6BB8
0x1418565B8,0x1418F5BF8
0x1415705B0,0x1415E9CD0
0x141622DB8,0x141699BF8
0x141594540,0x14160B6C8
0x1416047A8,0x14167B548
0x14159BB58,0x141612CE0
0x14159BE38,0x141612FC0
0x14175E430,0x1417E7A20
0x14159BF68,0x1416130F0
0x14159BEA0,0x141613028
0x14159C0D0,0x141613258
0x14159C0F8,0x141613280
0x14159C148,0x1416132D0
0x14159C170,0x1416132F8
0x14159C1C0,0x141613348
0x14159C1E8,0x141613370
0x14159C238,0x1416133C0
0x14159C260,0x1416133E8
0x14175B7B8,0x1417E3C30
0x141546CF0,0x1415BE0B0
0x1415528F8,0x1415CA4C0
0x14173AA98,0x1417C4930
0x14154CC18,0x1415C4868
0x141548B30,0x1415BFF58
0x141798EF8,0x141823E48
0x1417991A8,0x1418240F8
0x14179A1B8,0x141825108
0x141798C80,0x141823BD0
0x141798FA8,0x141823EF8
0x14186DFF0,0x14190CD90
0x14179DEC8,0x141828E18
0x14179DF00,0x141828E50
0x141855DC0,0x1418F53D8
0x141713CB0,0x14179C048
0x141807850,0x1418B6D78
0x1418078E0,0x1418B6E08
0x141807898,0x1418B6DC0
0x14171C648,0x1417A4A78
0x14169A560,0x14171D660
0x1416ABB88,0x14172EC58
0x1417E2580,0x141892B40
0x14172B388,0x1417B37B8
0x141722E00,0x1417AB228
0x14178BA10,0x141815CA8
0x141866460,0x141905DD8
0x1418650E0,0x141905488
0x14173AB40,0x1417C4C08
0x14178DE78,0x141818140
0x14173C960,0x1417C4C38
0x141786A48,0x141810B90
0x141787050,0x141811198
0x1417869B8,0x141810B00
0x141786EE8,0x141811030
0x14178A958,0x141814B68
0x1417887C0,0x1418129A8
0x1417F4168,0x1418A4728
0x14184D1B8,0x1418EBEE8
0x14184EFE0,0x1418EDE20
0x14184F060,0x1418EDEA0
0x14173ADE8,0x1417C2DD8
0x14173AE20,0x1417C2E10
0x14173AE58,0x1417C2E48
0x14172A458,0x1417B2888
0x141546580,0x1415BD940
0x141546598,0x1415BD958
0x1416E90A0,0x141771510
0x141629310,0x14169F7D0
0x1417566D8,0x1417DEB78
0x141591060,0x141609888
0x1416418B0,0x1416BA310
0x141641270,0x1416B9CD0
0x1416415C8,0x1416BA028
0x141640AB0,0x1416B9510
0x1416BAF68,0x14173F6D8
0x14158D398,0x1416059F8
0x1415F7E60,0x14166EBB0
0x14172A580,0x1417B29B0
0x1415FCFE0,0x141673D30
0x141855518,0x1418F4B00
0x14158D4C0,0x141605B88
0x14158F150,0x141607C80
0x14158C8A0,0x141605388
0x1416D6180,0x14175E4F0
0x141588BE8,0x141601280
0x1416DE5C0,0x141766A70
0x141539138,0x1415B04A8
0x14172BC80,0x1417B40B0
0x141722B28,0x1417AAF48
0x141722E70,0x1417AB298
0x141640190,0x1416B8600
0x141552DF8,0x1415CA9C0
0x14167E9E0,0x141701AD0
0x14151FE88,0x1415972A0
0x14175C628,0x1417E4AA8
0x14175C640,0x1417E4AC0
0x1415F7D58,0x14166EAA8
0x141758A80,0x1417E0F38
0x1416ACD68,0x141730368
0x141546DC8,0x1415BE188
0x141745268,0x1417CD6F8
0x1417258F0,0x1417ADD20
0x14172B0A8,0x1417B34D8
0x1417E00C8,0x141890688
0x14185BF08,0x1418FC7B0
0x14172AA68,0x1417B2E98
0x1416AFCE8,0x141733438
0x14154B5F8,0x1415C2BF8
0x1416292D8,0x14169F798
0x14163F8D0,0x1416B7D40
0x14154B658,0x1415C2C58
0x1415F78F8,0x14166E648
0x14173C160,0x1417C3FC8
0x141739E88,0x1417C2248
0x141756058,0x1417DE4F8
0x141755FF0,0x1417DE490
0x141656D38,0x1416CFFF8
0x141640E30,0x1416B9890
0x14158AEF0,0x1416039F0
0x1417907F8,0x14181B608
0x1415A3740,0x14161A8E0
0x141675010,0x1416F80D0
0x141711008,0x141799468
0x1416DFB08,0x141768070
0x1416F8E80,0x1417812D8
0x14172B3A0,0x1417B37D0
0x1415F8FC0,0x14166FD10
0x141609B20,0x1416808C0
0x141601C78,0x141678A00
0x141858868,0x1418F8418
0x14158BDA8,0x141604848
0x141732FD0,0x1417BB400
0x1417E6530,0x141896AF0
0x141592330,0x1415FE738
0x14186E138,0x14190DD30
0x141552998,0x1415CA560
0x1416B7AF8,0x14173B9B8
0x141658EF0,0x1416D21C0
0x141658EC8,0x1416D2198
0x1417C10B0,0x141871650
0x1417DD078,0x14188D618
0x1415FC0C8,0x141672E18
0x14154B258,0x1415C2858
0x1416409E0,0x1416B8E20
0x141640940,0x1416B8D80
0x14154B990,0x1415C2F90
0x141557498,0x1415CF068
0x14158CAA8,0x141605168
0x14154CC58,0x1415C48A8
0x141570D38,0x1415EA2D8
0x1415890E0,0x141601E58
0x141758418,0x1417E08D0
0x1416AFF28,0x141733678
0x141765BD0,0x1417EFA90
0x141716A48,0x14179EE18
0x1416134D8,0x14168A278
0x14160BA60,0x141682800
0x1417B3670,0x141863880
0x141756920,0x1417DEDC0
0x1415FD820,0x141674570
0x14174E730,0x1417D6B90
0x14186CE58,0x14190C8E8
0x1416C5820,0x14174D8D8
0x1416C5808,0x14174D8C0
0x141755F68,0x1417DE408
0x141756B20,0x1417DEFC0
0x1415B5B80,0x14162C9D8
0x1415B6328,0x14162D180
0x1415B5DA8,0x14162CC00
0x1415D1D38,0x141648A20
0x1415E6490,0x14165D178
0x14154B9A8,0x1415C2FA8
0x14179DBF0,0x141828B40
0x1415D6508,0x14164D1F0
0x1415D6548,0x14164D230
0x1415D5A60,0x14164C748
0x1415D5A48,0x14164C730
0x141570F08,0x1415EA4A8
0x141570ED8,0x1415EA478
0x1416041C0,0x14167AF60
0x1415B7B20,0x14162E978
0x1415B7B08,0x14162E960
0x1415D6600,0x14164D2E8
0x1415E1E20,0x141658B08
0x1415A6830,0x14161D9D0
0x1415A6800,0x14161D9A0
0x1415A6818,0x14161D9B8
0x1415D3868,0x14164A550
0x1415D3100,0x141649DE8
0x1415E6DE0,0x14165DAC8
0x14153B878,0x1415B2AD0
0x1415E0198,0x141656E80
0x1415E01B0,0x141656E98
0x1415B5498,0x14162C2F0
0x141536468,0x1415AD810
0x1415E2358,0x141659040
0x1415E2388,0x141659070
0x1415E23B8,0x1416590A0
0x1415E2370,0x141659058
0x1415E22C8,0x141658FB0
0x1415E22F8,0x141658FE0
0x1415E2328,0x141659010
